event_id,flight_id,event_type,severity,reported_at,resolved_hours
EV201260,FL005176,Delay,Low,2025-09-14 14:28:00,1.1
EV201261,FL005668,Baggage Issue,Low,2025-11-12 19:40:00,1.8
EV201262,FL005505,Technical Defect,Medium,2025-11-18 19:03:00,3.3
EV201263,FL004949,Gate Change,High,2025-01-11 19:43:00,2.0
EV201264,FL008214,Technical Defect,Medium,2025-03-06 14:24:00,13.9
EV201265,FL002219,Technical Defect,Medium,2025-10-06 14:01:00,1.3
EV201266,FL002597,Baggage Issue,High,2025-06-18 14:55:00,0.8
EV201267,FL006996,Delay,Medium,2025-05-08 07:50:00,2.4
EV201268,FL001491,Delay,Medium,2025-06-16 14:55:00,4.9
EV201269,FL006686,Technical Defect,Medium,2025-12-06 10:42:00,1.6
EV201270,FL002036,Delay,High,2025-12-16 18:16:00,2.2
EV201271,FL005504,Cleaning Issue,Medium,2025-02-21 07:41:00,4.0
EV201272,FL007014,Technical Defect,Low,2025-08-24 17:51:00,3.7
EV201273,FL007132,Delay,Low,2025-08-23 11:02:00,7.3
EV201274,FL004962,Technical Defect,Medium,2025-06-07 14:05:00,0.8
EV201275,FL001799,Delay,Medium,2025-10-04 11:52:00,3.5
EV201276,FL002778,Baggage Issue,Low,2025-03-12 06:25:00,0.3
EV201277,FL005834,Baggage Issue,Medium,2025-02-23 14:10:00,2.6
EV201278,FL005241,Baggage Issue,Medium,2025-05-08 11:31:00,6.4
EV201279,FL002368,Technical Defect,Low,2025-11-16 10:54:00,18.1
EV201280,FL004699,Fuel Issue,Low,2025-01-14 18:31:00,4.2
EV201281,FL007717,Delay,Medium,2025-05-28 18:53:00,6.8
EV201282,FL000476,Technical Defect,Low,2025-08-13 09:51:00,2.0
EV201283,FL004639,Cleaning Issue,High,2025-01-11 12:05:00,2.0
EV201284,FL004539,Technical Defect,Medium,2025-04-11 15:35:00,3.0
EV201285,FL006975,Cleaning Issue,Medium,2025-08-27 14:09:00,3.0
EV201286,FL002117,Baggage Issue,Critical,2025-10-09 05:30:00,3.8
EV201287,FL001476,Technical Defect,Medium,2025-01-02 12:52:00,0.9
EV201288,FL003636,Baggage Issue,High,2025-09-04 07:29:00,8.6
EV201289,FL002613,Cleaning Issue,Critical,2025-12-08 10:56:00,3.3
EV201290,FL007298,Fuel Issue,Medium,2025-06-30 20:23:00,5.3
EV201291,FL006268,Delay,Low,2025-07-06 14:37:00,6.9
EV201292,FL003227,Crew Issue,High,2025-10-17 09:16:00,1.1
EV201293,FL002947,Delay,Low,2025-11-16 13:16:00,8.0
EV201294,FL000107,Delay,Medium,2025-04-19 11:45:00,4.4
EV201295,FL000739,Technical Defect,Medium,2025-08-31 09:30:00,4.7
EV201296,FL004571,Gate Change,High,2025-09-22 07:28:00,2.9
EV201297,FL005398,Delay,Medium,2025-12-08 20:31:00,9.9
EV201298,FL006531,Fuel Issue,Low,2025-06-03 19:37:00,8.0
EV201299,FL000904,Delay,Medium,2025-07-17 13:00:00,1.7
EV201300,FL001317,Delay,Medium,2025-05-19 05:19:00,2.6
EV201301,FL004564,Technical Defect,Low,2025-04-30 10:53:00,4.0
EV201302,FL000725,Baggage Issue,Low,2025-05-03 08:21:00,2.9
EV201303,FL006873,Delay,Medium,2025-01-30 08:47:00,7.4
EV201304,FL003637,Fuel Issue,Medium,2025-09-28 12:56:00,8.0
EV201305,FL004795,Delay,Medium,2025-04-04 05:38:00,2.2
EV201306,FL006410,Gate Change,Medium,2025-08-01 17:10:00,1.8
EV201307,FL004112,Fuel Issue,Critical,2025-11-26 14:53:00,3.0
EV201308,FL000605,Crew Issue,Medium,2025-06-04 21:32:00,4.0
EV201309,FL001877,Baggage Issue,Low,2025-12-25 14:21:00,4.1
EV201310,FL002854,Delay,Medium,2025-01-23 15:50:00,1.3
EV201311,FL001339,Delay,Low,2025-01-14 20:31:00,0.9
EV201312,FL004236,Technical Defect,Low,2025-05-04 19:41:00,6.9
EV201313,FL000154,Cleaning Issue,Medium,2025-04-06 10:12:00,1.9
EV201314,FL001192,Delay,Medium,2025-10-08 12:00:00,2.7
EV201315,FL006578,Fuel Issue,High,2025-03-18 12:17:00,6.1
EV201316,FL001037,Crew Issue,Medium,2025-10-29 21:14:00,3.5
EV201317,FL000250,Cleaning Issue,Medium,2025-07-07 16:12:00,2.7
EV201318,FL003671,Delay,Low,2025-03-30 19:31:00,1.1
EV201319,FL007054,Delay,High,2025-06-17 05:30:00,1.9
EV201320,FL002003,Technical Defect,Low,2025-08-22 11:35:00,1.6
EV201321,FL003260,Technical Defect,Medium,2025-12-24 19:54:00,2.4
EV201322,FL006258,Fuel Issue,Medium,2025-01-24 17:37:00,1.4
EV201323,FL007477,Cleaning Issue,High,2025-05-10 11:07:00,0.9
EV201324,FL002457,Delay,Low,2025-06-15 07:17:00,2.9
EV201325,FL001283,Fuel Issue,Medium,2025-08-04 14:32:00,4.5
EV201326,FL002021,Fuel Issue,Medium,2025-11-17 10:01:00,0.5
EV201327,FL006654,Technical Defect,Low,2025-10-17 17:04:00,1.2
EV201328,FL002761,Technical Defect,Low,2025-07-05 17:30:00,5.0
EV201329,FL007110,Fuel Issue,Low,2025-01-06 16:52:00,3.8
EV201330,FL004057,Fuel Issue,Low,2025-04-01 19:10:00,4.1
EV201331,FL003433,Cleaning Issue,Low,2025-10-16 05:56:00,4.9
EV201332,FL005957,Gate Change,Low,2025-06-24 12:46:00,5.7
EV201333,FL008071,Technical Defect,Medium,2025-09-10 17:44:00,2.5
EV201334,FL006155,Fuel Issue,Low,2025-09-10 10:10:00,3.0
EV201335,FL001737,Delay,Low,2025-11-27 05:43:00,1.0
EV201336,FL002666,Fuel Issue,Medium,2025-04-13 15:23:00,2.8
EV201337,FL000917,Delay,Low,2025-12-18 18:15:00,4.7
EV201338,FL004851,Technical Defect,Low,2025-09-20 21:25:00,2.4
EV201339,FL007979,Baggage Issue,Medium,2025-07-26 17:59:00,2.4
EV201340,FL002586,Delay,Medium,2025-02-20 15:10:00,1.1
EV201341,FL002106,Technical Defect,Medium,2025-09-25 15:11:00,2.1
EV201342,FL007626,Delay,Low,2025-12-12 13:42:00,2.7
EV201343,FL000234,Delay,High,2025-12-26 16:15:00,5.4
EV201344,FL001737,Delay,High,2025-04-05 08:08:00,1.6
EV201345,FL003230,Delay,Low,2025-11-04 11:03:00,1.8
EV201346,FL007708,Crew Issue,Medium,2025-12-11 16:34:00,5.1
EV201347,FL008143,Technical Defect,Medium,2025-07-31 05:13:00,0.2
EV201348,FL007342,Delay,Low,2025-01-26 05:58:00,5.8
EV201349,FL006905,Delay,Low,2025-02-24 11:36:00,2.2
EV201350,FL000239,Crew Issue,Low,2025-09-11 11:20:00,2.0
EV201351,FL000792,Delay,Low,2025-05-16 11:30:00,5.7
EV201352,FL007338,Technical Defect,Low,2025-07-07 08:47:00,3.5
EV201353,FL002956,Baggage Issue,Low,2025-11-16 17:39:00,2.9
EV201354,FL001330,Cleaning Issue,Medium,2025-08-09 11:50:00,2.1
EV201355,FL004407,Delay,Medium,2025-01-31 08:11:00,1.3
EV201356,FL007561,Delay,Medium,2025-06-03 06:16:00,5.8
EV201357,FL006542,Delay,Medium,2025-11-19 07:10:00,4.0
EV201358,FL003437,Fuel Issue,Low,2025-10-30 20:21:00,0.9
EV201359,FL001580,Gate Change,Medium,2025-08-18 18:59:00,6.5
EV201360,FL006295,Crew Issue,Low,2025-06-23 16:51:00,0.4
EV201361,FL000747,Technical Defect,Low,2025-10-23 12:25:00,1.5
EV201362,FL000940,Technical Defect,High,2025-07-14 08:08:00,1.1
EV201363,FL006027,Cleaning Issue,Medium,2025-05-27 15:55:00,0.4
EV201364,FL001520,Delay,Medium,2025-02-27 12:00:00,2.9
EV201365,FL000176,Technical Defect,Low,2025-04-23 14:06:00,1.9
EV201366,FL008141,Cleaning Issue,High,2025-10-19 09:30:00,2.1
EV201367,FL004235,Delay,Low,2025-12-20 11:09:00,4.0
EV201368,FL006438,Delay,Medium,2025-08-06 17:42:00,0.9
EV201369,FL005802,Delay,Medium,2025-08-03 17:53:00,3.7
EV201370,FL006768,Fuel Issue,High,2025-08-28 16:25:00,10.8
EV201371,FL005479,Cleaning Issue,High,2025-09-07 20:30:00,1.7
EV201372,FL005834,Baggage Issue,Low,2025-08-11 17:13:00,12.1
EV201373,FL004190,Cleaning Issue,Low,2025-12-04 07:43:00,4.6
EV201374,FL001323,Delay,High,2025-11-16 17:58:00,5.1
EV201375,FL006418,Baggage Issue,Low,2025-06-22 20:06:00,2.9
EV201376,FL003975,Gate Change,High,2025-04-15 16:25:00,1.1
EV201377,FL004848,Delay,Medium,2025-01-31 06:10:00,2.4
EV201378,FL002495,Gate Change,Low,2025-08-05 15:11:00,4.5
EV201379,FL006764,Gate Change,Low,2025-04-03 15:47:00,1.3
EV201380,FL006204,Crew Issue,Critical,2025-03-15 05:51:00,3.4
EV201381,FL004771,Fuel Issue,Low,2025-08-15 09:52:00,6.1
EV201382,FL001493,Delay,Medium,2025-09-29 06:59:00,1.5
EV201383,FL003553,Delay,Medium,2025-10-05 08:59:00,6.8
EV201384,FL002121,Cleaning Issue,Medium,2025-05-20 08:39:00,1.4
EV201385,FL004910,Crew Issue,Low,2025-07-04 17:38:00,8.8
EV201386,FL000561,Technical Defect,Low,2025-06-17 09:33:00,4.6
EV201387,FL003492,Gate Change,Low,2025-08-22 20:36:00,3.2
EV201388,FL008054,Fuel Issue,High,2025-05-16 12:30:00,7.0
EV201389,FL001722,Delay,Medium,2025-09-05 07:39:00,5.2
EV201390,FL004056,Delay,Low,2025-03-18 19:04:00,4.0
EV201391,FL003873,Gate Change,Low,2025-01-15 19:59:00,1.5
EV201392,FL007119,Delay,Medium,2025-06-14 19:13:00,3.3
EV201393,FL007788,Cleaning Issue,Medium,2025-06-23 05:31:00,4.0
EV201394,FL006857,Delay,Low,2025-07-22 06:22:00,5.6
EV201395,FL004830,Crew Issue,Low,2025-11-16 15:41:00,2.1
EV201396,FL003451,Baggage Issue,Medium,2025-04-26 11:01:00,1.7
EV201397,FL005983,Delay,Critical,2025-01-22 19:13:00,1.9
EV201398,FL000418,Delay,Medium,2025-04-14 21:47:00,5.2
EV201399,FL005399,Delay,Low,2025-09-03 16:34:00,1.9
EV201400,FL002571,Gate Change,High,2025-12-18 14:08:00,5.2
EV201401,FL003790,Delay,Medium,2025-07-20 19:15:00,3.9
EV201402,FL005333,Cleaning Issue,Medium,2025-04-12 15:23:00,4.3
EV201403,FL003345,Crew Issue,Low,2025-09-19 21:00:00,9.3
EV201404,FL002432,Delay,High,2025-04-17 05:31:00,5.7
EV201405,FL001630,Delay,Low,2025-11-21 17:01:00,7.1
EV201406,FL003309,Delay,Medium,2025-02-22 16:06:00,1.9
EV201407,FL000128,Crew Issue,Medium,2025-11-20 19:16:00,1.0
EV201408,FL007075,Fuel Issue,Low,2025-08-05 18:41:00,1.3
EV201409,FL007091,Gate Change,Low,2025-10-27 19:28:00,1.0
EV201410,FL005579,Gate Change,High,2025-08-20 20:34:00,1.5
EV201411,FL002281,Technical Defect,Medium,2025-06-07 20:44:00,2.6
EV201412,FL006291,Crew Issue,Medium,2025-09-06 05:45:00,2.3
EV201413,FL004862,Fuel Issue,Low,2025-03-08 21:38:00,4.7
EV201414,FL002174,Delay,Low,2025-04-26 13:53:00,1.6
EV201415,FL003797,Cleaning Issue,Low,2025-09-19 20:01:00,2.1
EV201416,FL000658,Delay,Low,2025-01-09 18:26:00,4.4
EV201417,FL000897,Delay,Medium,2025-10-02 16:28:00,3.4
EV201418,FL003098,Fuel Issue,Low,2025-02-08 12:38:00,2.3
EV201419,FL000292,Gate Change,Medium,2025-02-24 14:44:00,8.3
EV201420,FL007143,Delay,Medium,2025-02-09 15:59:00,6.3
EV201421,FL007735,Delay,Medium,2025-09-27 13:22:00,11.1
EV201422,FL002702,Delay,Low,2025-01-06 12:43:00,9.6
EV201423,FL002973,Delay,Medium,2025-09-27 09:51:00,0.7
EV201424,FL006324,Cleaning Issue,Critical,2025-10-29 09:13:00,3.8
EV201425,FL002581,Baggage Issue,Medium,2025-07-17 18:44:00,2.7
EV201426,FL006455,Technical Defect,Medium,2025-02-09 18:19:00,5.0
EV201427,FL000698,Crew Issue,Low,2025-11-08 06:15:00,10.6
EV201428,FL004381,Delay,Medium,2025-03-26 07:45:00,5.0
EV201429,FL000024,Delay,Low,2025-11-25 18:00:00,3.1
EV201430,FL005967,Technical Defect,Low,2025-08-13 10:07:00,2.8
EV201431,FL005946,Technical Defect,Medium,2025-03-08 13:41:00,6.6
EV201432,FL003779,Delay,Low,2025-02-03 12:30:00,5.6
EV201433,FL007283,Baggage Issue,Medium,2025-03-07 14:48:00,2.6
EV201434,FL005460,Technical Defect,High,2025-07-29 05:40:00,0.8
EV201435,FL002092,Delay,Medium,2025-02-04 17:14:00,3.5
EV201436,FL004851,Gate Change,Low,2025-06-14 21:14:00,1.9
EV201437,FL003674,Crew Issue,Low,2025-12-01 20:37:00,1.6
EV201438,FL005740,Cleaning Issue,Medium,2025-12-24 19:22:00,0.5
EV201439,FL005099,Fuel Issue,Medium,2025-03-03 05:36:00,8.8
EV201440,FL006400,Delay,Medium,2025-08-16 16:44:00,11.6
EV201441,FL001372,Delay,High,2025-07-14 19:00:00,2.4
EV201442,FL000183,Gate Change,High,2025-06-22 19:16:00,2.8
EV201443,FL003042,Technical Defect,Medium,2025-02-04 14:28:00,3.6
EV201444,FL000596,Fuel Issue,Low,2025-05-20 21:38:00,2.3
EV201445,FL004021,Crew Issue,Low,2025-08-04 16:44:00,4.1
EV201446,FL002945,Gate Change,Low,2025-08-27 20:32:00,4.4
EV201447,FL005295,Cleaning Issue,Medium,2025-06-04 13:38:00,8.4
EV201448,FL005560,Technical Defect,High,2025-12-02 21:35:00,1.1
EV201449,FL008066,Baggage Issue,Medium,2025-03-28 16:04:00,4.0
EV201450,FL000094,Baggage Issue,High,2025-07-17 08:02:00,2.5
EV201451,FL004082,Technical Defect,Low,2025-09-05 11:41:00,2.3
EV201452,FL006559,Delay,Medium,2025-03-19 06:54:00,0.3
EV201453,FL002113,Delay,Low,2025-06-21 07:22:00,1.6
EV201454,FL007092,Delay,Medium,2025-02-09 14:50:00,4.6
EV201455,FL005367,Technical Defect,Low,2025-06-27 10:05:00,1.7
EV201456,FL004059,Baggage Issue,Medium,2025-08-26 16:23:00,3.5
EV201457,FL000943,Delay,High,2025-12-19 05:16:00,2.7
EV201458,FL004673,Fuel Issue,Low,2025-01-11 19:29:00,3.4
EV201459,FL000047,Gate Change,High,2025-04-26 16:07:00,1.6
EV201460,FL002563,Technical Defect,Low,2025-04-23 20:51:00,2.5
EV201461,FL003090,Delay,Medium,2025-12-29 08:23:00,3.8
EV201462,FL000700,Delay,Medium,2025-11-12 19:40:00,2.1
EV201463,FL000572,Gate Change,Low,2025-11-02 07:19:00,4.4
EV201464,FL007302,Technical Defect,Medium,2025-11-09 13:54:00,1.9
EV201465,FL003921,Cleaning Issue,Low,2025-03-01 10:49:00,5.4
EV201466,FL000758,Crew Issue,Medium,2025-03-16 10:02:00,0.7
EV201467,FL002685,Delay,Low,2025-05-09 18:28:00,2.9
EV201468,FL004889,Gate Change,Low,2025-09-03 14:24:00,4.4
EV201469,FL007346,Fuel Issue,Low,2025-04-26 21:59:00,3.0
EV201470,FL003664,Cleaning Issue,Medium,2025-10-22 15:05:00,5.4
EV201471,FL001465,Cleaning Issue,Low,2025-09-23 19:14:00,2.3
EV201472,FL003964,Crew Issue,Low,2025-09-15 15:38:00,2.4
EV201473,FL005699,Delay,Low,2025-04-09 13:37:00,0.5
EV201474,FL001056,Baggage Issue,Low,2025-07-10 20:42:00,5.3
EV201475,FL005188,Baggage Issue,Low,2025-04-13 09:34:00,6.1
EV201476,FL002831,Fuel Issue,Medium,2025-08-12 13:05:00,5.7
EV201477,FL008175,Fuel Issue,Medium,2025-09-26 18:18:00,2.0
EV201478,FL003600,Gate Change,Low,2025-06-13 13:39:00,0.7
EV201479,FL004674,Delay,Low,2025-10-10 08:45:00,9.2
EV201480,FL005806,Gate Change,High,2025-04-17 05:14:00,2.7
EV201481,FL006631,Cleaning Issue,High,2025-09-25 09:38:00,0.8
EV201482,FL000454,Gate Change,Critical,2025-03-19 07:09:00,7.4
EV201483,FL002886,Delay,Medium,2025-06-30 19:50:00,0.4
EV201484,FL000094,Technical Defect,Low,2025-11-14 07:36:00,8.7
EV201485,FL000594,Crew Issue,Low,2025-09-28 12:31:00,0.7
EV201486,FL003914,Cleaning Issue,Low,2025-06-25 19:29:00,2.7
EV201487,FL003323,Technical Defect,Low,2025-08-04 09:28:00,2.7
EV201488,FL005931,Crew Issue,Low,2025-08-22 10:05:00,3.6
EV201489,FL005525,Delay,Low,2025-11-09 13:54:00,4.4
EV201490,FL007582,Technical Defect,Low,2025-04-22 13:50:00,1.9
EV201491,FL002090,Delay,High,2025-09-15 11:17:00,2.4
EV201492,FL004500,Baggage Issue,Low,2025-12-08 20:31:00,1.8
EV201493,FL001140,Cleaning Issue,Low,2025-08-11 21:24:00,6.5
EV201494,FL003498,Crew Issue,Low,2025-09-18 06:21:00,4.0
EV201495,FL000862,Gate Change,Medium,2025-08-14 09:27:00,6.3
EV201496,FL007515,Gate Change,Low,2025-12-06 07:27:00,2.2
EV201497,FL004345,Fuel Issue,Medium,2025-04-18 13:20:00,2.2
EV201498,FL000597,Cleaning Issue,Medium,2025-12-09 18:39:00,0.9
EV201499,FL002752,Crew Issue,High,2025-08-04 16:44:00,5.2
EV201500,FL006329,Baggage Issue,Low,2025-08-11 21:49:00,3.2
EV201501,FL006275,Crew Issue,Low,2025-12-22 18:13:00,2.8
EV201502,FL006136,Technical Defect,Medium,2025-01-23 11:37:00,1.9
EV201503,FL005248,Technical Defect,Medium,2025-12-11 12:38:00,2.3
EV201504,FL008088,Cleaning Issue,Medium,2025-12-10 17:04:00,4.1
EV201505,FL007703,Gate Change,Medium,2025-02-14 16:09:00,5.0
EV201506,FL003298,Gate Change,High,2025-08-20 06:22:00,1.6
EV201507,FL008052,Delay,Low,2025-05-24 13:51:00,4.8
EV201508,FL005626,Technical Defect,High,2025-03-24 09:32:00,2.9
EV201509,FL000005,Technical Defect,Low,2025-03-26 10:09:00,3.8
EV201510,FL006126,Delay,Low,2025-01-01 09:41:00,2.5
EV201511,FL001932,Cleaning Issue,Low,2025-10-08 16:46:00,2.2
EV201512,FL007061,Cleaning Issue,Medium,2025-04-13 12:51:00,2.5
EV201513,FL001986,Cleaning Issue,Medium,2025-07-23 13:22:00,0.9
EV201514,FL003943,Technical Defect,Low,2025-06-01 13:11:00,2.1
EV201515,FL007222,Baggage Issue,High,2025-11-19 17:45:00,0.5
EV201516,FL006446,Delay,Critical,2025-02-22 16:21:00,5.1
EV201517,FL001090,Technical Defect,Medium,2025-02-17 17:22:00,0.8
EV201518,FL008015,Delay,Low,2025-09-22 16:35:00,4.3
EV201519,FL003430,Gate Change,Medium,2025-08-14 06:31:00,1.2
EV201520,FL004358,Delay,Medium,2025-07-27 12:17:00,7.2
EV201521,FL000438,Delay,Low,2025-06-26 09:44:00,0.4
EV201522,FL000234,Technical Defect,Low,2025-07-14 17:12:00,2.6
EV201523,FL003928,Delay,Medium,2025-08-02 05:23:00,7.4
EV201524,FL002927,Fuel Issue,High,2025-12-07 19:40:00,4.4
EV201525,FL000316,Delay,Low,2025-10-25 10:35:00,2.1
EV201526,FL000719,Baggage Issue,Low,2025-11-28 06:47:00,10.3
EV201527,FL005952,Delay,High,2025-11-04 12:46:00,2.5
EV201528,FL004832,Technical Defect,Medium,2025-03-25 11:40:00,2.5
EV201529,FL004256,Delay,Medium,2025-01-01 10:00:00,5.8
EV201530,FL004663,Cleaning Issue,Low,2025-07-19 07:38:00,2.4
EV201531,FL008198,Fuel Issue,Critical,2025-11-08 12:46:00,2.4
EV201532,FL003794,Fuel Issue,Medium,2025-06-02 21:03:00,1.8
EV201533,FL008102,Delay,Low,2025-12-24 16:01:00,4.1
EV201534,FL002460,Gate Change,Low,2025-04-05 16:19:00,4.7
EV201535,FL006445,Fuel Issue,Medium,2025-10-06 12:48:00,1.7
EV201536,FL005166,Technical Defect,Low,2025-02-12 14:38:00,6.7
EV201537,FL002405,Delay,Low,2025-03-15 08:39:00,1.8
EV201538,FL000963,Technical Defect,Medium,2025-11-27 20:57:00,1.4
EV201539,FL000923,Fuel Issue,High,2025-04-20 05:45:00,1.1
EV201540,FL005378,Delay,Medium,2025-12-11 10:53:00,6.1
EV201541,FL001287,Delay,Low,2025-02-07 10:23:00,1.2
EV201542,FL005100,Gate Change,Low,2025-11-24 17:08:00,9.2
EV201543,FL005668,Delay,Medium,2025-12-27 16:23:00,1.0
EV201544,FL006066,Technical Defect,Low,2025-12-28 05:04:00,2.6
EV201545,FL001104,Technical Defect,Medium,2025-06-01 18:48:00,1.2
EV201546,FL001010,Baggage Issue,High,2025-06-15 12:39:00,1.9
EV201547,FL002331,Delay,Low,2025-11-25 21:53:00,2.8
EV201548,FL004000,Baggage Issue,Medium,2025-02-22 11:05:00,9.0
EV201549,FL000760,Technical Defect,Low,2025-10-08 21:43:00,5.2
EV201550,FL004031,Technical Defect,Low,2025-02-04 07:28:00,0.3
EV201551,FL000424,Baggage Issue,Medium,2025-05-10 17:33:00,2.7
EV201552,FL001152,Baggage Issue,Medium,2025-10-13 12:40:00,2.8
EV201553,FL003197,Baggage Issue,Low,2025-04-07 19:24:00,2.0
EV201554,FL004712,Delay,Medium,2025-02-02 19:46:00,3.5
EV201555,FL003409,Fuel Issue,Medium,2025-06-16 21:55:00,11.9
EV201556,FL005812,Gate Change,Low,2025-08-26 15:32:00,1.8
EV201557,FL001578,Technical Defect,High,2025-05-03 09:28:00,4.4
EV201558,FL000789,Technical Defect,Medium,2025-08-28 20:52:00,0.8
EV201559,FL007559,Delay,Critical,2025-07-22 14:56:00,0.4
EV201560,FL003581,Crew Issue,Medium,2025-09-10 07:56:00,2.6
EV201561,FL004992,Delay,Medium,2025-01-11 11:40:00,5.0
EV201562,FL005897,Gate Change,Low,2025-03-11 17:30:00,2.5
EV201563,FL002399,Cleaning Issue,Medium,2025-08-15 12:03:00,4.8
EV201564,FL000533,Gate Change,Low,2025-05-28 18:42:00,4.8
EV201565,FL006857,Delay,Medium,2025-11-20 09:02:00,16.4
EV201566,FL005615,Cleaning Issue,Medium,2025-04-11 06:44:00,4.0
EV201567,FL004542,Gate Change,Medium,2025-03-25 07:09:00,2.7
EV201568,FL007120,Delay,Low,2025-01-12 08:39:00,4.2
EV201569,FL003658,Technical Defect,Low,2025-05-06 10:14:00,1.6
EV201570,FL000403,Technical Defect,Low,2025-01-25 15:07:00,4.7
EV201571,FL006173,Technical Defect,Medium,2025-11-28 13:03:00,4.3
EV201572,FL006605,Technical Defect,Low,2025-07-02 09:03:00,7.7
EV201573,FL003015,Fuel Issue,Low,2025-09-11 09:12:00,1.3
EV201574,FL001635,Delay,Low,2025-08-09 10:47:00,3.3
EV201575,FL006596,Baggage Issue,High,2025-01-05 07:01:00,9.2
EV201576,FL000463,Baggage Issue,Low,2025-07-29 05:32:00,1.8
EV201577,FL000036,Cleaning Issue,High,2025-05-30 16:19:00,0.2
EV201578,FL006853,Delay,Low,2025-10-23 20:53:00,3.1
EV201579,FL002022,Delay,Medium,2025-02-15 07:42:00,2.9
EV201580,FL006469,Cleaning Issue,Medium,2025-06-09 17:50:00,2.8
EV201581,FL004357,Cleaning Issue,Low,2025-03-29 20:49:00,3.6
EV201582,FL007656,Crew Issue,Low,2025-05-12 20:45:00,5.0
EV201583,FL006870,Technical Defect,High,2025-10-07 13:28:00,17.9
EV201584,FL003968,Cleaning Issue,High,2025-02-05 12:26:00,1.8
EV201585,FL006110,Gate Change,Medium,2025-02-02 20:08:00,1.6
EV201586,FL001339,Delay,Low,2025-10-13 15:12:00,4.9
EV201587,FL007673,Fuel Issue,Low,2025-05-02 19:19:00,1.4
EV201588,FL007534,Technical Defect,Low,2025-01-19 12:37:00,2.1
EV201589,FL002142,Delay,High,2025-02-28 13:40:00,2.3
EV201590,FL004285,Crew Issue,High,2025-02-03 15:23:00,7.3
EV201591,FL007578,Crew Issue,Medium,2025-10-07 19:34:00,8.0
EV201592,FL002685,Fuel Issue,Medium,2025-10-16 08:09:00,0.4
EV201593,FL000943,Delay,High,2025-05-22 16:36:00,0.5
EV201594,FL008055,Delay,Low,2025-07-06 18:25:00,3.0
EV201595,FL001635,Crew Issue,Low,2025-06-25 19:43:00,6.2
EV201596,FL001295,Crew Issue,Low,2025-05-29 10:43:00,3.1
EV201597,FL003836,Fuel Issue,High,2025-02-20 18:46:00,7.9
EV201598,FL003797,Gate Change,Medium,2025-02-18 10:23:00,1.6
EV201599,FL001732,Delay,Low,2025-11-26 10:58:00,2.3
EV201600,FL007245,Technical Defect,Critical,2025-03-27 11:26:00,3.5
EV201601,FL000260,Delay,High,2025-11-13 10:36:00,2.1
EV201602,FL007566,Baggage Issue,Medium,2025-10-03 11:35:00,9.1
EV201603,FL005253,Technical Defect,High,2025-10-15 07:10:00,2.1
EV201604,FL002160,Gate Change,Low,2025-03-26 13:25:00,3.8
EV201605,FL003349,Baggage Issue,Medium,2025-10-30 20:21:00,1.9
EV201606,FL000664,Delay,Medium,2025-07-14 19:58:00,2.0
EV201607,FL007580,Fuel Issue,Medium,2025-12-30 07:08:00,1.2
EV201608,FL005793,Delay,Low,2025-12-07 12:53:00,5.7
EV201609,FL008081,Delay,Low,2025-07-16 15:41:00,4.8
EV201610,FL000358,Delay,Medium,2025-07-09 08:40:00,5.2
EV201611,FL007603,Technical Defect,Low,2025-11-13 07:21:00,2.0
EV201612,FL006844,Cleaning Issue,Low,2025-07-24 19:19:00,2.4
EV201613,FL004241,Fuel Issue,High,2025-11-16 17:41:00,4.5
EV201614,FL005072,Technical Defect,High,2025-11-06 08:00:00,1.2
EV201615,FL002531,Technical Defect,Low,2025-06-24 17:47:00,2.6
EV201616,FL004181,Delay,Low,2025-12-26 10:52:00,4.5
EV201617,FL007846,Technical Defect,Low,2025-03-08 21:51:00,1.6
EV201618,FL006683,Delay,Medium,2025-06-01 13:11:00,10.4
EV201619,FL003068,Delay,Medium,2025-07-26 06:50:00,4.1
EV201620,FL004520,Fuel Issue,Medium,2025-10-30 12:03:00,2.8
EV201621,FL003113,Crew Issue,High,2025-10-13 15:12:00,2.2
EV201622,FL002859,Cleaning Issue,Low,2025-02-02 17:40:00,4.7
EV201623,FL005217,Technical Defect,High,2025-09-02 11:07:00,1.8
EV201624,FL003432,Technical Defect,Medium,2025-03-26 14:36:00,4.8
EV201625,FL005209,Gate Change,Medium,2025-09-18 17:14:00,1.1
EV201626,FL007973,Fuel Issue,Medium,2025-11-02 07:27:00,2.8
EV201627,FL000860,Delay,Critical,2025-03-12 12:16:00,5.5
EV201628,FL003317,Delay,Low,2025-05-09 15:36:00,1.6
EV201629,FL001574,Baggage Issue,Medium,2025-02-09 14:50:00,1.6
EV201630,FL000546,Technical Defect,Low,2025-02-20 15:10:00,3.0
EV201631,FL000001,Gate Change,Low,2025-04-24 06:19:00,3.3
EV201632,FL003062,Fuel Issue,High,2025-03-10 11:04:00,6.2
EV201633,FL000813,Cleaning Issue,Medium,2025-07-17 15:07:00,4.7
EV201634,FL005912,Technical Defect,Low,2025-03-27 06:44:00,2.5
EV201635,FL002816,Baggage Issue,High,2025-03-22 19:30:00,2.6
EV201636,FL001798,Technical Defect,Low,2025-12-11 16:54:00,5.0
EV201637,FL007793,Gate Change,Medium,2025-03-13 10:14:00,1.0
EV201638,FL005147,Crew Issue,Medium,2025-08-31 15:12:00,1.4
EV201639,FL006566,Delay,High,2025-12-26 10:52:00,2.0
EV201640,FL006321,Delay,Medium,2025-12-07 05:38:00,0.7
