work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO101605,OH-A135,2025-08-29,Scheduled,Low,Open,8.4,2060.44,4.9
WO101606,OH-A142,2025-03-07,Scheduled,Low,Closed,9.7,1735.1,5.7
WO101607,OH-A106,2025-03-23,Engine,Medium,Closed,10.2,696.59,2.5
WO101608,OH-A142,2025-08-26,Scheduled,Medium,Closed,5.3,307.41,12.4
WO101609,OH-A120,2025-02-05,Scheduled,Medium,In Progress,0.9,623.24,13.9
WO101610,OH-A110,2025-11-17,Engine,Low,Closed,5.6,390.34,1.2
WO101611,OH-A144,2025-05-08,Component Replacement,High,Closed,5.0,885.37,6.6
WO101612,OH-A140,2025-08-09,Scheduled,Medium,Closed,6.6,228.66,6.5
WO101613,OH-A106,2025-07-10,Cabin,Medium,Closed,17.7,995.72,3.5
WO101614,OH-A131,2025-09-02,Component Replacement,Low,Closed,5.3,422.64,3.4
WO101615,OH-A142,2025-05-10,Scheduled,Low,Closed,9.0,593.51,6.4
WO101616,OH-A133,2025-09-13,Unscheduled,Medium,Closed,9.1,121.96,18.1
WO101617,OH-A123,2025-03-05,Engine,Medium,Closed,8.0,306.86,10.3
WO101618,OH-A102,2025-04-29,Inspection,High,Closed,1.8,630.51,10.5
WO101619,OH-A123,2025-01-15,Inspection,Medium,In Progress,6.2,336.2,5.4
WO101620,OH-A126,2025-02-26,Unscheduled,Medium,Closed,8.4,38.6,3.5
WO101621,OH-A140,2025-01-21,Scheduled,High,Closed,4.2,117.44,25.7
WO101622,OH-A110,2025-06-22,Inspection,Low,Closed,2.0,567.83,17.5
WO101623,OH-A109,2025-01-27,Scheduled,Medium,Closed,8.5,1815.8,16.9
WO101624,OH-A144,2025-03-26,Engine,Medium,Closed,9.9,319.71,10.6
WO101625,OH-A140,2025-06-26,Scheduled,Low,Closed,6.0,247.42,15.7
WO101626,OH-A126,2025-09-08,Scheduled,Medium,Closed,4.8,1155.46,13.1
WO101627,OH-A121,2025-01-10,Scheduled,Critical,Closed,13.1,407.85,4.1
WO101628,OH-A129,2025-09-18,Engine,Medium,Closed,10.1,848.17,26.2
WO101629,OH-A107,2025-07-09,Unscheduled,Medium,Closed,3.4,300.15,15.9
WO101630,OH-A111,2025-01-03,Unscheduled,Medium,In Progress,7.0,268.76,7.6
WO101631,OH-A126,2025-02-05,Inspection,Medium,Open,3.7,917.78,3.2
WO101632,OH-A120,2025-12-15,Inspection,Medium,Open,5.4,790.36,3.4
WO101633,OH-A108,2025-06-14,Cabin,Low,Closed,12.0,292.71,10.6
WO101634,OH-A125,2025-12-04,Unscheduled,Low,In Progress,12.1,131.08,8.0
WO101635,OH-A131,2025-07-08,Scheduled,High,Closed,4.7,76.01,5.7
WO101636,OH-A138,2025-02-18,Engine,Medium,Closed,8.8,86.71,10.4
WO101637,OH-A130,2025-09-24,Unscheduled,Medium,Closed,3.5,214.17,8.7
WO101638,OH-A129,2025-06-24,Inspection,Low,Open,17.3,553.68,7.3
WO101639,OH-A126,2025-05-19,Scheduled,Low,In Progress,2.0,76.28,3.6
WO101640,OH-A105,2025-03-18,Engine,Medium,Closed,5.3,81.42,8.7
WO101641,OH-A118,2025-06-12,Cabin,Medium,Closed,8.8,588.49,19.8
WO101642,OH-A121,2025-12-18,Unscheduled,Medium,Closed,3.9,1936.68,3.3
WO101643,OH-A125,2025-03-21,Scheduled,Medium,Closed,3.4,1198.45,18.9
WO101644,OH-A114,2025-07-26,Scheduled,Medium,Closed,6.4,63.97,19.4
WO101645,OH-A135,2025-01-12,Unscheduled,Low,Closed,4.4,596.89,9.9
WO101646,OH-A125,2025-09-13,Unscheduled,Low,Closed,1.8,1049.22,9.9
WO101647,OH-A114,2025-11-22,Unscheduled,Low,Closed,6.3,245.85,9.2
WO101648,OH-A122,2025-12-23,Inspection,Medium,Closed,8.6,318.34,11.3
WO101649,OH-A134,2025-10-24,Scheduled,Low,Closed,5.8,563.13,6.6
WO101650,OH-A101,2025-09-03,Scheduled,Medium,Closed,6.2,657.08,12.9
WO101651,OH-A116,2025-08-01,Cabin,Low,Closed,8.0,588.23,1.5
WO101652,OH-A109,2025-11-14,Scheduled,Medium,Closed,14.8,832.37,31.3
WO101653,OH-A115,2025-01-04,Cabin,Medium,Closed,5.1,500.52,14.5
WO101654,OH-A131,2025-03-29,Inspection,Critical,Closed,7.7,215.76,10.4
WO101655,OH-A110,2025-01-17,Scheduled,High,Closed,6.3,258.2,14.1
WO101656,OH-A126,2025-03-25,Inspection,Critical,Closed,3.3,185.09,9.3
WO101657,OH-A118,2025-03-23,Cabin,Medium,Closed,9.4,254.41,13.5
WO101658,OH-A102,2025-06-11,Engine,Critical,Closed,12.8,707.49,9.3
WO101659,OH-A142,2025-09-10,Unscheduled,Low,Closed,8.6,186.28,6.8
WO101660,OH-A128,2025-11-18,Scheduled,Medium,Open,1.5,1176.1,12.0
WO101661,OH-A114,2025-08-07,Unscheduled,Medium,Closed,5.3,150.16,10.5
WO101662,OH-A124,2025-01-15,Scheduled,Medium,In Progress,8.6,494.35,12.7
WO101663,OH-A147,2025-02-06,Scheduled,Low,Closed,10.9,930.59,6.0
WO101664,OH-A107,2025-06-11,Cabin,Medium,Closed,2.4,631.94,2.0
WO101665,OH-A140,2025-08-12,Inspection,Critical,Closed,3.2,63.59,10.1
WO101666,OH-A100,2025-10-29,Component Replacement,Medium,Closed,7.8,460.94,14.0
WO101667,OH-A141,2025-05-17,Inspection,Low,Closed,6.8,192.91,26.1
WO101668,OH-A116,2025-03-06,Scheduled,Low,Closed,6.4,107.53,11.8
WO101669,OH-A114,2025-02-21,Scheduled,Low,Closed,14.3,504.15,4.5
WO101670,OH-A137,2025-08-13,Component Replacement,High,Closed,15.1,115.71,18.3
WO101671,OH-A107,2025-12-31,Unscheduled,Medium,Closed,3.7,515.33,9.6
WO101672,OH-A106,2025-01-26,Unscheduled,Low,Closed,2.0,1730.17,18.4
WO101673,OH-A122,2025-01-04,Scheduled,High,Closed,6.1,545.79,5.9
WO101674,OH-A145,2025-01-04,Unscheduled,Medium,Closed,9.3,319.64,8.2
WO101675,OH-A115,2025-07-19,Scheduled,High,Closed,11.5,343.54,14.6
WO101676,OH-A126,2025-04-27,Scheduled,High,Closed,5.2,1006.25,15.8
WO101677,OH-A119,2025-10-29,Cabin,Medium,Closed,4.2,297.2,11.2
WO101678,OH-A136,2025-10-22,Component Replacement,Critical,Closed,8.0,,12.5
WO101679,OH-A143,2025-07-03,Engine,High,Closed,5.6,158.97,15.5
WO101680,OH-A146,2025-01-16,Engine,Low,Closed,6.6,165.0,8.8
WO101681,OH-A112,2025-07-28,Inspection,Medium,Closed,8.7,985.59,9.7
WO101682,OH-A112,2025-05-14,Unscheduled,Critical,Closed,5.8,248.15,25.7
WO101683,OH-A144,2025-11-02,Unscheduled,Medium,Open,2.7,702.91,6.0
WO101684,OH-A127,2025-09-23,Scheduled,Medium,Closed,4.3,762.04,2.8
WO101685,OH-A115,2025-12-16,Engine,High,Closed,4.4,155.09,9.7
WO101686,OH-A116,2025-05-15,Engine,Medium,Closed,4.5,182.17,9.5
WO101687,OH-A108,2025-04-28,Unscheduled,Medium,Closed,1.7,718.57,3.6
WO101688,OH-A104,2025-06-24,Unscheduled,Low,Closed,16.3,464.27,9.1
WO101689,OH-A116,2025-10-29,Scheduled,High,Closed,3.2,337.36,2.8
WO101690,OH-A138,2025-07-02,Scheduled,High,Closed,9.6,640.16,5.6
WO101691,OH-A131,2025-05-03,Unscheduled,High,Closed,3.9,1110.37,11.7
WO101692,OH-A100,2025-11-28,Cabin,High,Closed,5.1,388.02,3.0
WO101693,OH-A102,2025-05-23,Scheduled,Low,Closed,6.5,228.41,7.5
WO101694,OH-A141,2025-11-16,Cabin,Medium,Closed,4.6,453.61,1.5
WO101695,OH-A138,2025-08-22,Inspection,Medium,Closed,13.6,180.42,6.1
WO101696,OH-A138,2025-01-24,Unscheduled,Low,Closed,28.4,465.32,18.2
WO101697,OH-A141,2025-06-29,Scheduled,High,Closed,1.9,404.2,32.8
WO101698,OH-A130,2025-09-10,Scheduled,Low,Closed,11.1,178.42,8.0
WO101699,OH-A116,2025-11-30,Inspection,Medium,Closed,7.1,269.14,11.4
WO101700,OH-A128,2025-07-18,Inspection,High,Closed,5.3,291.71,3.7
WO101701,OH-A130,2025-01-06,Unscheduled,High,Open,10.1,839.82,10.9
WO101702,OH-A140,2025-05-10,Scheduled,Low,Closed,11.6,168.15,20.2
WO101703,OH-A125,2025-12-20,Scheduled,Low,Closed,6.1,179.57,9.1
WO101704,OH-A102,2025-06-29,Scheduled,Medium,Closed,12.7,277.66,16.8
WO101705,OH-A129,2025-05-21,Component Replacement,Medium,Closed,1.6,709.07,5.6
WO101706,OH-A135,2025-11-18,Inspection,High,Closed,9.3,834.9,2.1
WO101707,OH-A145,2025-06-02,Scheduled,Medium,Closed,6.6,524.2,7.0
WO101708,OH-A108,2025-10-10,Component Replacement,Low,Closed,7.3,824.55,5.5
WO101709,OH-A141,2025-01-08,Scheduled,Medium,In Progress,10.9,1289.79,16.1
WO101710,OH-A100,2025-07-27,Component Replacement,Medium,Closed,8.8,472.25,16.3
WO101711,OH-A135,2025-01-09,Unscheduled,High,Closed,16.5,180.98,3.5
WO101712,OH-A114,2025-03-06,Component Replacement,Low,Closed,18.0,373.38,12.1
WO101713,OH-A105,2025-07-18,Scheduled,Medium,Closed,5.8,103.37,14.3
WO101714,OH-A115,2025-08-14,Component Replacement,Medium,Closed,3.0,598.68,6.2
WO101715,OH-A126,2025-02-13,Component Replacement,Medium,Closed,6.4,246.74,9.7
WO101716,OH-A109,2025-07-01,Scheduled,Medium,Closed,3.7,451.27,13.3
WO101717,OH-A126,2025-05-29,Scheduled,Medium,Open,5.0,370.58,17.3
WO101718,OH-A134,2025-06-13,Component Replacement,Medium,Closed,6.9,275.06,9.8
WO101719,OH-A142,2025-10-23,Unscheduled,Low,Closed,2.3,505.42,11.6
WO101720,OH-A126,2025-12-11,Inspection,Low,Closed,8.5,356.09,14.2
WO101721,OH-A128,2025-01-28,Scheduled,Low,Closed,6.1,214.76,3.5
WO101722,OH-A144,2025-12-29,Scheduled,Low,Closed,4.1,134.57,1.1
WO101723,OH-A101,2025-01-19,Component Replacement,Medium,Closed,1.1,575.91,13.0
WO101724,OH-A136,2025-12-14,Scheduled,Low,Closed,10.7,120.74,10.0
WO101725,OH-A146,2025-08-13,Scheduled,Low,Closed,11.7,2427.98,3.3
WO101726,OH-A139,2025-09-27,Scheduled,Critical,Closed,11.0,1461.4,13.6
WO101727,OH-A144,2025-03-30,Engine,Medium,Open,3.7,82.28,3.2
WO101728,OH-A143,2025-08-07,Unscheduled,High,Closed,8.1,755.6,9.5
WO101729,OH-A128,2025-08-05,Inspection,Medium,Open,11.9,1259.31,13.2
WO101730,OH-A138,2025-04-27,Inspection,Low,Closed,7.7,224.5,16.3
WO101731,OH-A117,2025-07-03,Unscheduled,Medium,Closed,7.3,573.13,7.0
WO101732,OH-A105,2025-12-12,Scheduled,Medium,Closed,15.4,355.96,15.6
WO101733,OH-A104,2025-02-09,Scheduled,Low,In Progress,14.8,797.79,7.7
WO101734,OH-A108,2025-06-16,Scheduled,Low,Open,5.0,258.17,4.5
WO101735,OH-A134,2025-05-03,Cabin,Low,Closed,4.5,1112.05,5.6
WO101736,OH-A119,2025-03-15,Component Replacement,Low,Closed,3.9,349.53,6.3
WO101737,OH-A138,2025-06-24,Engine,Low,Open,1.8,293.81,0.5
WO101738,OH-A115,2025-02-10,Engine,Low,Closed,13.6,771.6,14.1
WO101739,OH-A137,2025-02-14,Scheduled,Medium,Closed,7.6,992.98,11.3
WO101740,OH-A142,2025-11-02,Component Replacement,Low,In Progress,5.1,39.0,5.7
WO101741,OH-A115,2025-04-27,Unscheduled,High,Closed,6.8,22.11,11.9
WO101742,OH-A125,2025-04-30,Component Replacement,Low,Closed,14.2,567.75,3.1
WO101743,OH-A125,2025-08-30,Cabin,Medium,Closed,2.5,208.1,12.2
WO101744,OH-A142,2025-10-07,Unscheduled,High,Closed,13.3,107.66,13.7
WO101745,OH-A117,2025-11-12,Inspection,Medium,Closed,6.4,277.56,2.7
WO101746,OH-A118,2025-08-17,Unscheduled,Medium,Open,8.4,7413.95,14.8
WO101747,OH-A137,2025-04-07,Cabin,Medium,Closed,8.7,106.69,7.7
WO101748,OH-A143,2025-04-14,Scheduled,Medium,Closed,14.7,978.14,7.7
WO101749,OH-A101,2025-09-16,Unscheduled,Low,Closed,3.8,188.4,2.7
WO101750,OH-A103,2025-11-07,Cabin,Medium,Closed,19.9,94.43,16.5
WO101751,OH-A144,2025-12-02,Scheduled,Medium,Closed,2.8,218.78,16.6
WO101752,OH-A121,2025-11-05,Unscheduled,Medium,Closed,4.3,97.38,21.9
WO101753,OH-A126,2025-08-17,Inspection,Critical,Closed,9.4,84.09,17.7
WO101754,OH-A143,2025-03-04,Inspection,High,Closed,13.7,195.41,10.0
WO101755,OH-A119,2025-06-01,Scheduled,Low,Closed,3.9,135.61,10.8
WO101756,OH-A121,2025-02-14,Scheduled,Medium,Open,2.6,348.61,1.2
WO101757,OH-A140,2025-06-10,Unscheduled,Low,Closed,14.1,477.52,1.0
WO101758,OH-A135,2025-08-08,Unscheduled,High,Closed,5.1,183.27,8.1
WO101759,OH-A133,2025-09-04,Cabin,Medium,Open,5.4,757.15,7.9
WO101760,OH-A117,2025-03-27,Component Replacement,Medium,Closed,7.0,207.65,4.3
WO101761,OH-A133,2025-09-12,Inspection,Medium,Closed,6.3,346.0,8.3
WO101762,OH-A139,2025-05-02,Scheduled,Medium,Closed,9.6,46.1,5.0
WO101763,OH-A143,2025-09-11,Cabin,Low,Closed,2.9,437.95,16.7
WO101764,OH-A130,2025-12-08,Scheduled,Medium,Closed,2.4,3835.55,9.4
WO101765,OH-A141,2025-04-16,Cabin,High,Closed,8.3,893.35,5.4
WO101766,OH-A138,2025-03-06,Cabin,Medium,Closed,8.6,339.49,16.7
WO101767,OH-A135,2025-12-20,Cabin,Low,Closed,9.6,126.71,3.1
WO101768,OH-A125,2025-06-21,Scheduled,Medium,Closed,9.3,2063.37,27.6
WO101769,OH-A120,2025-03-26,Scheduled,Medium,Closed,2.4,343.44,10.2
WO101770,OH-A130,2025-04-18,Inspection,Medium,Closed,9.2,205.73,8.0
WO101771,OH-A142,2025-06-20,Unscheduled,Low,Closed,9.0,210.95,2.2
WO101772,OH-A125,2025-05-07,Unscheduled,Medium,Closed,2.7,3206.67,8.7
WO101773,OH-A133,2025-11-27,Inspection,Low,Closed,11.6,358.47,7.5
WO101774,OH-A127,2025-05-16,Inspection,Medium,In Progress,3.9,633.06,13.0
WO101775,OH-A131,2025-06-22,Unscheduled,Medium,Closed,3.6,329.27,7.9
WO101776,OH-A133,2025-04-05,Unscheduled,High,Closed,9.7,377.96,3.2
WO101777,OH-A102,2025-09-15,Inspection,High,Closed,3.1,263.77,7.2
WO101778,OH-A105,2025-10-06,Scheduled,High,Closed,5.7,1672.92,5.0
WO101779,OH-A101,2025-07-25,Inspection,High,Closed,5.2,421.6,3.1
WO101780,OH-A136,2025-10-24,Component Replacement,Low,Closed,4.7,98.71,18.3
WO101781,OH-A142,2025-04-11,Engine,Medium,Closed,4.1,598.32,1.9
WO101782,OH-A117,2025-07-16,Component Replacement,Medium,Closed,18.4,359.69,17.0
WO101783,OH-A103,2025-09-24,Unscheduled,High,Closed,9.4,590.59,9.0
WO101784,OH-A100,2025-11-25,Engine,High,Closed,4.4,289.57,13.8
WO101785,OH-A121,2025-04-30,Unscheduled,Low,Closed,1.0,234.85,19.3
WO101786,OH-A130,2025-02-19,Component Replacement,Low,Closed,4.4,986.48,5.5
WO101787,OH-A115,2025-10-13,Scheduled,High,Closed,7.9,2589.29,9.4
WO101788,OH-A129,2025-07-04,Component Replacement,Low,Closed,5.2,62.87,5.9
WO101789,OH-A107,2025-01-21,Scheduled,Low,Closed,8.2,437.92,7.6
WO101790,OH-A134,2025-10-30,Scheduled,Critical,Closed,3.3,235.06,13.1
WO101791,OH-A115,2025-07-02,Unscheduled,Critical,Closed,7.0,162.08,8.4
WO101792,OH-A147,2025-08-15,Scheduled,Medium,Open,10.1,46.69,9.3
WO101793,OH-A136,2025-05-12,Unscheduled,Low,Open,6.8,578.7,4.1
WO101794,OH-A122,2025-12-26,Component Replacement,Medium,Closed,5.4,248.77,8.1
WO101795,OH-A145,2025-06-07,Inspection,Low,Open,8.6,234.39,6.3
WO101796,OH-A146,2025-08-06,Component Replacement,Low,Closed,1.5,1343.06,8.8
WO101797,OH-A109,2025-07-15,Component Replacement,Low,Closed,10.1,259.98,3.9
WO101798,OH-A127,2025-12-17,Unscheduled,High,In Progress,1.7,249.18,5.5
WO101799,OH-A131,2025-08-12,Cabin,Medium,Closed,11.0,106.06,10.4
WO101800,OH-A117,2025-02-06,Scheduled,Low,Closed,5.3,162.74,12.6
WO101801,OH-A147,2025-11-09,Scheduled,Medium,Closed,1.2,1748.33,9.7
WO101802,OH-A132,2025-01-16,Unscheduled,Low,Closed,10.5,743.66,7.1
WO101803,OH-A136,2025-07-11,Component Replacement,High,Closed,11.8,1462.08,5.3
WO101804,OH-A109,2025-05-11,Scheduled,Low,Closed,5.5,174.06,1.8
WO101805,OH-A143,2025-06-25,Unscheduled,Low,Closed,11.4,578.93,18.7
WO101806,OH-A146,2025-11-04,Inspection,Medium,Closed,7.6,1150.35,16.2
WO101807,OH-A143,2025-02-09,Engine,Low,Closed,8.6,720.05,20.4
WO101808,OH-A121,2025-01-19,Engine,Low,Closed,12.9,1959.27,20.0
WO101809,OH-A144,2025-11-26,Scheduled,High,Closed,8.0,603.06,10.7
WO101810,OH-A100,2025-04-03,Scheduled,High,Closed,10.5,402.69,31.4
WO101811,OH-A109,2025-06-11,Inspection,High,In Progress,17.6,38.31,7.7
WO101812,OH-A131,2025-12-26,Engine,Medium,Closed,10.5,612.04,9.4
WO101813,OH-A137,2025-09-22,Scheduled,Low,Closed,5.2,733.36,5.4
WO101814,OH-A105,2025-08-22,Component Replacement,Critical,Closed,7.7,1270.99,3.0
WO101815,OH-A114,2025-01-03,Scheduled,Medium,Open,4.4,182.26,6.2
WO101816,OH-A104,2025-05-24,Scheduled,Medium,Closed,7.9,390.11,5.9
WO101817,OH-A104,2025-07-09,Unscheduled,Medium,Closed,5.7,82.27,13.8
WO101818,OH-A101,2025-01-29,Component Replacement,Medium,Open,8.4,80.38,10.0
WO101819,OH-A147,2025-08-25,Component Replacement,Medium,Closed,10.6,673.82,11.8
WO101820,OH-A142,2025-10-03,Unscheduled,High,Closed,4.3,1431.58,10.7
WO101821,OH-A129,2025-05-15,Component Replacement,High,Closed,6.9,1482.68,10.9
WO101822,OH-A101,2025-12-04,Unscheduled,High,Closed,3.7,625.45,5.5
WO101823,OH-A135,2025-12-07,Scheduled,High,Open,4.5,3121.18,10.5
WO101824,OH-A125,2025-09-28,Engine,Medium,Closed,7.5,272.46,14.4
WO101825,OH-A137,2025-04-25,Scheduled,Medium,Closed,5.4,990.54,18.1
WO101826,OH-A123,2025-02-12,Cabin,Medium,Closed,14.1,108.0,16.1
WO101827,OH-A100,2025-09-12,Component Replacement,Medium,Closed,2.1,17.4,12.9
WO101828,OH-A143,2025-07-14,Component Replacement,Low,Closed,15.7,249.3,9.9
WO101829,OH-A142,2025-09-19,Inspection,Medium,Closed,10.5,357.58,6.6
WO101830,OH-A143,2025-05-28,Engine,Medium,Closed,9.4,510.08,10.9
WO101831,OH-A131,2025-02-25,Scheduled,Medium,Closed,10.1,334.9,20.9
WO101832,OH-A144,2025-11-26,Inspection,Medium,Closed,10.0,579.04,7.3
WO101833,OH-A103,2025-12-18,Scheduled,High,Closed,5.2,2299.17,23.9
WO101834,OH-A119,2025-10-06,Inspection,Low,Closed,10.8,843.77,11.1
WO101835,OH-A115,2025-01-09,Inspection,High,Closed,7.9,187.61,18.6
WO101836,OH-A122,2025-10-20,Scheduled,Low,Open,2.4,32.7,5.9
WO101837,OH-A101,2025-12-30,Scheduled,Medium,Closed,4.5,137.65,5.4
WO101838,OH-A139,2025-06-01,Inspection,High,Closed,3.7,1545.35,3.2
WO101839,OH-A114,2025-07-03,Cabin,High,Closed,6.1,243.82,20.8
WO101840,OH-A105,2025-01-10,Inspection,Medium,Closed,1.7,795.25,11.1
WO101841,OH-A109,2025-08-08,Unscheduled,High,Closed,9.9,765.32,14.3
WO101842,OH-A105,2025-10-05,Cabin,High,Closed,10.8,381.58,9.4
WO101843,OH-A132,2025-03-15,Engine,Low,Closed,5.1,369.89,9.9
WO101844,OH-A144,2025-08-20,Component Replacement,Medium,Closed,8.4,207.62,2.8
WO101845,OH-A104,2025-04-06,Unscheduled,High,Closed,14.4,3741.37,11.2
WO101846,OH-A101,2025-02-21,Unscheduled,Low,Closed,5.4,155.09,15.3
WO101847,OH-A142,2025-01-09,Scheduled,Medium,Closed,5.4,1237.63,1.5
WO101848,OH-A118,2025-10-04,Engine,Medium,Closed,5.9,925.92,6.6
WO101849,OH-A105,2025-03-19,Scheduled,Medium,Closed,9.4,746.3,5.0
WO101850,OH-A109,2025-02-24,Component Replacement,Medium,Closed,5.3,357.85,12.8
WO101851,OH-A132,2025-12-18,Engine,Low,Closed,5.9,91.86,12.3
WO101852,OH-A104,2025-09-27,Inspection,Medium,Closed,9.2,127.99,14.2
WO101853,OH-A119,2025-04-04,Scheduled,High,Closed,8.9,185.9,0.5
WO101854,OH-A146,2025-09-18,Scheduled,Medium,Closed,4.9,583.92,9.5
WO101855,OH-A120,2025-07-02,Inspection,Medium,Closed,3.6,983.01,1.9
WO101856,OH-A107,2025-01-03,Scheduled,Medium,Closed,5.5,552.25,10.8
WO101857,OH-A136,2025-04-09,Scheduled,Low,Closed,6.3,523.07,3.0
WO101858,OH-A120,2025-10-10,Unscheduled,Low,Closed,7.6,1144.18,12.2
WO101859,OH-A119,2025-09-20,Inspection,Medium,In Progress,6.8,49.9,3.1
WO101860,OH-A112,2025-05-29,Inspection,Low,Closed,3.1,44.39,4.2
WO101861,OH-A136,2025-12-27,Scheduled,Low,Closed,5.2,85.82,17.4
WO101862,OH-A123,2025-07-04,Inspection,Medium,Closed,1.8,1017.94,8.2
WO101863,OH-A123,2025-01-05,Unscheduled,High,Closed,7.6,54.09,8.4
WO101864,OH-A136,2025-12-19,Unscheduled,Low,Closed,3.5,399.47,4.1
WO101865,OH-A117,2025-01-09,Engine,Medium,Closed,2.5,162.33,16.3
WO101866,OH-A131,2025-12-02,Scheduled,Medium,Closed,5.7,471.16,11.2
WO101867,OH-A108,2025-01-28,Inspection,High,Closed,8.2,350.14,10.7
WO101868,OH-A127,2025-05-20,Scheduled,Low,Closed,6.7,518.18,3.6
WO101869,OH-A120,2025-01-20,Scheduled,High,Closed,15.3,270.65,9.4
WO101870,OH-A124,2025-09-16,Inspection,Critical,Closed,2.1,818.43,34.5
WO101871,OH-A117,2025-04-22,Inspection,Low,Closed,2.0,1743.21,5.3
WO101872,OH-A106,2025-07-07,Inspection,Low,Closed,4.7,1429.0,17.1
WO101873,OH-A144,2025-03-11,Cabin,Medium,In Progress,10.6,280.79,1.3
WO101874,OH-A119,2025-10-28,Component Replacement,Low,Closed,4.9,169.86,14.0
WO101875,OH-A135,2025-06-18,Scheduled,Low,Closed,3.9,490.59,11.5
WO101876,OH-A143,2025-04-27,Inspection,High,Closed,8.5,2908.51,7.6
WO101877,OH-A121,2025-01-09,Inspection,Medium,Closed,5.3,382.53,11.1
WO101878,OH-A139,2025-06-21,Inspection,Medium,Closed,12.7,933.31,11.3
WO101879,OH-A121,2025-09-22,Unscheduled,Medium,Unknown,5.8,883.4,11.3
WO101880,OH-A103,2025-02-11,Cabin,Medium,Closed,10.7,873.09,6.7
WO101881,OH-A142,2025-07-05,Unscheduled,High,Closed,6.0,1440.65,6.2
WO101882,OH-A140,2025-12-05,Component Replacement,High,Closed,8.3,108.11,4.8
WO101883,OH-A127,2025-11-13,Unscheduled,High,Closed,11.5,153.97,2.6
WO101884,OH-A139,2025-11-25,Component Replacement,Medium,Closed,2.0,423.08,8.3
WO101885,OH-A132,2025-11-24,Unscheduled,High,Closed,1.6,1380.72,15.7
WO101886,OH-A138,2025-04-11,Scheduled,High,Closed,2.2,1377.55,6.0
WO101887,OH-A102,2025-02-28,Unscheduled,Medium,Closed,3.6,385.29,3.6
WO101888,OH-A139,2025-08-01,Inspection,Medium,Closed,11.8,1094.63,4.9
WO101889,OH-A110,2025-09-19,Scheduled,Medium,Closed,16.4,264.65,9.3
WO101890,OH-A147,2025-05-19,Inspection,Medium,Closed,6.3,176.55,9.3
WO101891,OH-A146,2025-03-26,Engine,Low,Closed,5.1,106.8,4.5
WO101892,OH-A102,2025-02-26,Engine,Low,Closed,8.0,351.69,8.4
WO101893,OH-A131,2025-07-05,Unscheduled,Low,Closed,4.3,285.26,7.5
WO101894,OH-A118,2025-01-17,Unscheduled,Low,Open,7.8,1100.38,12.1
WO101895,OH-A112,2025-09-07,Engine,Medium,Open,11.6,708.26,19.7
WO101896,OH-A146,2025-10-28,Cabin,Medium,Closed,8.1,425.91,5.8
WO101897,OH-A119,2025-10-30,Scheduled,Medium,Open,3.3,427.64,5.2
WO101898,OH-A126,2025-04-16,Scheduled,Medium,Closed,6.2,265.3,9.2
WO101899,OH-A115,2025-02-06,Scheduled,Medium,Closed,17.5,68.09,10.4
WO101900,OH-A132,2025-07-08,Unscheduled,High,Closed,8.6,123.67,12.6
WO101901,OH-A112,2025-09-28,Component Replacement,Medium,Closed,4.9,885.97,2.2
WO101902,OH-A117,2025-11-26,Scheduled,Medium,Closed,4.2,351.26,26.7
WO101903,OH-A133,2025-02-13,Inspection,High,Closed,4.8,108.65,7.0
WO101904,OH-A110,2025-01-08,Scheduled,Low,Closed,10.0,1582.99,5.4
WO101905,OH-A137,2025-02-21,Scheduled,Medium,Closed,7.4,2204.33,3.6
WO101906,OH-A146,2025-07-19,Inspection,High,Closed,3.5,1345.49,6.0
WO101907,OH-A133,2025-03-02,Inspection,Low,Closed,11.2,616.46,2.5
WO101908,OH-A117,2025-12-15,Scheduled,Low,Closed,17.2,537.11,17.0
WO101909,OH-A108,2025-05-07,Unscheduled,Medium,Closed,7.7,393.63,7.6
WO101910,OH-A126,2025-10-23,Unscheduled,Medium,Closed,12.4,475.06,5.2
WO101911,OH-A121,2025-04-29,Cabin,High,Closed,3.2,756.51,15.1
WO101912,OH-A111,2025-03-22,Engine,High,Closed,5.9,818.46,7.3
WO101913,OH-A117,2025-02-01,Inspection,Low,Closed,3.0,635.31,5.2
WO101914,OH-A146,2025-03-15,Cabin,Medium,Closed,10.2,15.23,22.0
WO101915,OH-A108,2025-10-02,Inspection,High,Closed,6.6,1275.62,6.2
WO101916,OH-A112,2025-10-06,Scheduled,Medium,Closed,1.6,492.5,1.5
WO101917,OH-A116,2025-09-01,Unscheduled,Medium,Closed,3.2,103.81,8.4
WO101918,OH-A143,2025-01-30,Cabin,Low,Closed,6.1,491.78,7.7
WO101919,OH-A117,2025-04-28,Inspection,High,Closed,2.2,545.93,5.3
WO101920,OH-A114,2025-08-07,Cabin,Medium,Closed,3.4,83.86,4.7
WO101921,OH-A114,2025-12-08,Inspection,Low,Closed,11.8,212.18,8.9
WO101922,OH-A145,2025-03-27,Cabin,Low,Open,4.1,133.5,6.3
WO101923,OH-A116,2025-03-10,Component Replacement,High,Closed,7.6,152.4,7.0
WO101924,OH-A117,2025-11-03,Engine,Medium,In Progress,10.9,713.63,10.1
WO101925,OH-A117,2025-06-20,Cabin,Low,Closed,9.8,216.55,6.7
WO101926,OH-A141,2025-05-19,Unscheduled,Medium,Closed,14.7,442.87,5.6
